Name,Year
Kirot (The Assassin Next Door) ,2009
Kiru ,1962
Kis uykusu ,2014
Kismat Konnection ,2008
Kismath ,2016
Kismet ,1955
Kismet ,1944
Kismet Love Paisa Dilli ,2012
Kisna: The Warrior Poet ,2005
Kiss and Cry ,2017
Kiss and Kill ,2017
Kiss and Make-Up ,1934
"Kiss Before Dying, A ",1956
Kiss Kiss ,2019
Kiss Kiss Bang Bang ,2005
Kiss Me Deadly ,1955
Kiss Me Goodbye ,1982
Kiss Me Kate ,1953
"Kiss Me, Stupid ",1964
Kiss of a Killer ,1993
Kiss of Death ,1947
Kiss of Death ,1995
Kiss of the Damned ,2012
Kiss Of The Dragon ,2001
Kiss of the Spider Woman ,1985
Kiss the Blood Off My Hands ,1948
Kiss the Bride ,2007
Kiss the Girls ,1997
Kiss Them for Me ,1957
Kiss Tomorrow Goodbye ,1950
Kissed ,1996
Kisses ,2008
Kisses and Caroms ,2006
Kissing Candice ,2018
Kissing Darkness ,2014
Kissing Jessica Stein ,2001
Kit Kittredge: An American Girl ,2008
Kite ,2014
Kite Liberator ,2007
"Kite Runner, The ",2007
Kites ,2010
Kitten Bowl ,2014
Kitty Foyle ,1940
Kiwi Flyer ,2012
Kizumonogatari II: Nekketsu-hen ,2016
Kizumonogatari Part 1: Tekketsu ,2016
KL 10 Patthu ,2015
Klappe Cowboy! ,2012
Klass ,2007
Klass (The Class) ,2007
Klassefesten (Reunion) ,2011
"Kleine blonde dood, De (The Little Blonde Dead) ",1993
Kler ,2018
Klip ,2012
Klitschko ,2011
Klondike Annie ,1936
Klopka ,2007
Klopka (The Trap) ,2007
Klovn Forever ,2015
Klumpfisken ,2014
Klute ,1971
KM 31: Kilometro 31 ,2006
Knallhart ,2006
Knerten (Twigson) ,2009
Knife Fight ,2012
Knight And Day ,2010
Knight Moves ,1992
Knight of Cups ,2015
Knight Rider ,2008
Knight Rider 2000 ,1991
Knightly Advice ,1962
Knightriders ,1981
Knights of Badassdom ,2013
Knock Down the House ,2019
Knock Knock ,2015
Knock Off ,1998
Knock on Wood ,1954
Knockaround Guys ,2001
Knocked Up ,2007
Knockin' on Heaven's Door ,1997
Knots ,2004
Knowing ,2009
Knuckleball ,2018
Knucklebones ,2016
Knucklehead ,2010
Ko ,2011
Kobiela na plazy ,1963
Kobiety mafii ,2018
Koblic ,2016
Kocan Kadar Konus: Dirilis ,2016
Kochadaiiyaan ,2014
Kochegar (A Stoker) ,2010
Kodachrome ,2017
Kodathi Samaksham Balan Vakeel ,2019
Kodi ,2016
Kodiveeran ,2017
Koe no Katachi ,2016
Kohinoor ,2015
Koi... Mil Gaya ,2003
Koizora ,2007
Koizora (Sky of Love) ,2007
Kokoda ,2006
Kokoro(The Heart) ,1955
Kokuhaku (Confessions) ,2010
Kokuriko-zaka kara (From Up on Poppy Hill) ,2011
Kolja ,1996
Kollegiet (Room 205) ,2007
Kollektor ,2016
Kolobos ,1999
Kon-Tiki ,2012
Kong Curling ,2011
Kong Zi (Confucius) ,2010
Kong: Skull Island ,2017
Kongo ,1932
Koning van Katoren ,2012
Konwoj ,2017
Koode ,2018
Kooky ,2010
Kopps ,2003
Korczak ,1990
Korengal ,2014
Korkoro (Freedom) ,2009
Korolevstvo Krivykh Zerkal (Kingdom of Crooked Mirrors) ,1964
Koroshiya 1: The Animation Episode 0 (Ichi the Killer: Episode 0) ,2002
Korso ,2014
Koruto wa ore no pasupoto (A Colt Is My Passport) ,1967
Kostnice (The Ossuary) ,1970
Kothaga Maa Prayanam ,2019
Kothanodi ,2015
Kotigobba 2 ,2016
Kotirauha (Home Sweet Home) ,2011
Koto no ha no niwa ,2013
Kotu Kiz ,2016
Kovasikajuttu (The Punk Syndrome) ,2012
Koyla ,1997
Kozijat rog (The Goat Horn) ,1972
Krach (aka Trader Games) ,2010
Kraftidioten ,2013
Krai Thong ,2001
Kramer vs. Kramer ,1979
Krampus ,2015
Krampus Origins ,2018
Krampus Unleashed ,2016
Krampus: The Devil Returns ,2016
Krampus: The Reckoning ,2015
Krantiveer ,1994
Krautrock: The Rebirth of Germany ,2009
Kray ,2010
Krazzy 4 ,2008
"Kremlin Letter, The ",1970
Kret ,2011
Krian Fiction ,2013
"Krieger und die Kaiserin, Der (The Warrior and the Empress) ",2000
Kriegerin (Combat Girls) ,2011
Krigen ,2015
Krisha ,2015
Krishnarjuna Yuddham ,2018
Kristin's Christmas Past ,2013
Kristy ,2014
Krivina ,2012
Kronos ,1957
Krotkaya ,1960
Krrish ,2006
Krrish 3 ,2013
Kruel ,2014
Krugovi ,2013
Kruh in mleko ,2001
Krull ,1983
Krush Groove ,1985
Krutant ,2019
Krystal ,2017
Kuan meun ho (Hello Stranger) ,2010
Kubo and the Two Strings ,2016
Kuch Kuch Hota Hai (Something is Happening) ,1998
Kuffs ,1992
Kukushka ,2002
Kull the Conqueror ,1997
Kuma ,2012
Kumbalangi Nights ,2019
"Kumiko, the Treasure Hunter ",2014
Kumki ,2012
Kummeli kultakuume ,1997
Kummeli Stories ,1995
Kundo: Age of the Rampant ,2014
Kung Fu ,2004
Kung Fu Fighter ,2007
Kung Fu Hustle ,2004
Kung Fu Jungle ,2014
Kung Fu Killer ,2008
Kung Fu League ,2018
Kung Fu Masters 3 ,2018
Kung Fu Panda ,2008
Kung Fu Panda 2 ,2011
Kung Fu Panda 3 ,2016
Kung Fu Panda Holiday Special ,2010
Kung Fu Traveler ,2017
Kung Fury ,2015
Kung Liljekonvalje av dungen ,2013
Kung Pow: Enter the Fist ,2002
Kung-Fu Yoga ,2017
Kunoichi (The Kunoichi: Ninja Girl) ,2011
Kuntilanak ,2006
Kuntilanak 3 ,2008
Kuntilanak beranak ,2009
Kurangu Bommai ,2017
Kurbaan ,2009
Kurenai no buta (Porco Rosso) ,1992
Kurier ,2019
Kuroshitsuji ,2014
Kursk ,2018
Kurt blir grusom (Kurt Turns Evil) ,2008
Kurt Cobain About a Son ,2006
Kurtlar vadisi - Irak (Valley of the Wolves: Iraq) ,2006
Kurtlar Vadisi Filistin (Valley of the Wolves: Palestine) ,2011
Kurtlar vadisi: Gladio (Valley of the Wolves Gladio) ,2009
Kuruvi ,2008
Kuryer ,1986
Kurz und schmerzlos (Short Sharp Shock) ,1998
Kushi ,2010
Kuthoosi ,2019
Kutty ,2010
Kvinden i buret ,2013
Kwaidan ,1964
Kwasok scandle (Speed Scandal) ,2008
Kya Dilli Kya Lahore ,2014
Kyaa Super Kool Hain Hum (How Super Cool Are We) ,2012
Kynodontas ,2009
Kynodontas (Dogtooth) ,2009
Kyss Mig ,2011
Kyuketsuki Gokemidoro (Body Snatcher from Hell) ,1968
Kyun...! Ho Gaya Na ,2004
L Storm ,2018
L!fe Happens ,2011
L'argent ,1983
L'attesa ,2015
L'enfant d'en haut ,2012
L'illusionniste ,2010
L.627 ,1992
L.A. Confidential ,1997
L.A. Story ,1991
L.A. Without a Map ,1998
L.I.E. ,2001
La Ballena Escarlata ,2018
La Bamba ,1987
La bonne ,1986
La casa 3 ,1988
La Cecilia ,1975
La cordillera ,2017
La demora ,2012
La Dolce Vita ,1960
La famille Belier ,2014
La fleur du mal ,2003
La French ,2014
La grande bellezza ,2013
La Guerre des boutons  (War of the Buttons) ,1962
La herencia Valdemar II: La sombra prohibida (The Valdemar Legacy II: The Forbidden Shadow) ,2010
La horde ,2009
La isla misteriosa (The Mysterious Island Of Captain Nemo) ,1973
La kryptonite nella borsa ,2011
La La Land ,2016
La linea ,2009
La linea (The Line) ,2008
La Maison Sous la Mer ,1947
La memoria del muerto ,2011
La migliore offerta ,2013
La mome ,2007
La Nana (The Maid) ,2009
La playa DC ,2012
La Rafle. (The Round Up) ,2010
La Ragazza Nella Nebbia ,2017
La ragazzina ,1974
La Redota - Historia de Artigas ,2011
La Siciliana Ribelle (The Sicilian Girl) ,2009
La sirga ,2012
La sorella di Ursula (Curse of Ursula) ,1978
La Strada (The Road) ,1954
La tortue rouge ,2016
La vache ,2016
Laa-thaa-phii (Ghost Game) ,2006
Laaga Chunari Mein Daag ,2007
Laal Rang ,2016
"Laberinto del Fauno, El ",2006
"Laberinto del fauno, El (Pans Labyrinth) ",2006
Labor Day ,2013
Labor Pains ,2009
Labyrinth ,1986
Labyrinth of Lies ,2014
Lacombe Lucien ,1974
Lacuna ,2012
Ladda Land ,2011
Ladder 49 ,2004
Ladies Book Club ,2016
Ladies First ,2017
Ladies in Black ,2018
Ladies In Love ,1936
Ladies of Leisure ,1930
Ladies of the Chorus ,1948
Ladies They Talk About ,1933
Ladies vs. Ricky Bahl ,2011
Ladoni ,1994
Ladoo ,2018
Ladri di Biciclette (The Bicycle Thief) ,1948
Ladrones (Thieves) ,2007
Lady and the Tramp ,1955
Lady and the Tramp II: Scamp's Adventure ,2001
Lady Battle Cop ,1990
Lady Be Good ,1941
Lady Bird ,2017
Lady Bloodfight ,2016
Lady Chatterley ,2006
Lady Chatterley's Lover ,1981
Lady Chatterley's Lover ,2015
Lady Chatterley's Lover ,1955
Lady Death ,2004
Lady for a Day ,1933
"Lady from Shanghai, The ",1947
"Lady Gambles, The ",1949
Lady in a Cage ,1964
Lady in Cement ,1968
Lady in the Lake ,1947
Lady in the Water ,2006
Lady in White ,1988
"Lady Is Willing, The ",1942
Lady J ,2019
Lady Killer ,1933
Lady Macbeth ,2016
Lady on a Train ,1945
Lady Snowblood ,1973
"Lady Vanishes, The ",1938
"Lady Vanishes, The ",1979
"Lady Vanishes, The ",2013
"Lady, The ",2011
Lady-Like ,2018
Ladybird Ladybird ,1994
Ladybugs ,1992
Ladyhawke ,1985
"Ladykillers, The ",1955
"Ladykillers, The ",2004
Laerte-se ,2017
Lafangey Parindey ,2010
Lagaan: Once Upon a Time in India ,2001
Lage Raho Munna Bhai ,2006
Lagerfeld Confidential ,2007
Laggies ,2014
Laid in America ,2016
Laid To Rest ,2009
Laitakaupungin Valot (Lights In The Dusk) ,2006
Lake Alice ,2017
Lake City ,2008
Lake Consequence ,1993
Lake Dead ,2007
Lake Eerie ,2016
"Lake House, The ",2006
Lake Mungo ,2008
Lake Placid ,1999
Lake Placid 2 ,2007
Lake Placid 3 ,2010
Lake Placid vs. Anaconda ,2015
Lake Placid: Legacy ,2018
Lake Placid: The Final Chapter ,2012
Lakeview Terrace ,2008
Lakposhtha parvaz mikonand (Turtles Can Fly) ,2004
Lakshya ,2004
Lakshyam ,2017
Lal gece ,2012
Lal Patthar ,1971
Lamb ,2015
Lambert the Sheepish Lion ,1952
Lamhe ,1991
Lan Kwai Fong 2 ,2012
Lancaster Skies ,2019
"Land Before Time, The ",1988
Land Gold Women ,2011
Land Ho! ,2014
Land of Plenty ,2004
Land of the Bears ,2013
Land of the Dead ,2005
Land Of The Lost ,2009
Land of the Tiger ,1985
Land Raiders ,1969
"Land That Time Forgot, The ",1975
"Land Unknown, The ",1957
Landing Up ,2018
Landline ,2017
Landmine Goes Click ,2015
Lane 1974 ,2017
Lang zai ji (The Warrior and the Wolf) ,2009
Lantana ,2001
Lap Dance ,2014
Laplace's Witch ,2018
Lapualaismorsian (Girl of Finland) ,1967
Lara Croft Tomb Raider: The Cradle Of Life ,2003
Lara Croft: Tomb Raider ,2001
Larceny ,2017
"Larceny, Inc. ",1942
Largo Winch ,2008
Largo Winch 2: The Burma Conspiracy ,2011
Largo Winch II ,2011
Larisa ,1980
Larry ,2017
Larry Crowne ,2011
Larry Gaye: Renegade Male Flight Attendant ,2015
Lars And The Real Girl ,2007
Las 13 Rosas (13 Roses) ,2007
Las Acacias ,2011
Las herederas ,2018
Lassie ,1984
Lassie ,2005
Lassie Come Home ,1943
Lasso ,2018
Last Action Hero ,1993
"Last Airbender, The ",2010
"Last Bomb, The ",1945
"Last Boy Scout, The ",1991
Last Cab to Darwin ,2015
Last Call For Titan! ,2017
Last Caress ,2010
Last Chance Harvey ,2008
Last Dance ,2012
Last Dance ,1996
Last Day of the Dinosaurs ,2010
Last Days ,2005
Last Days Here ,2011
Last Days in the Desert ,2015
Last Days in Vietnam ,2014
"Last Days of Pompeii, The ",1935
"Last Detail, The ",1973
"Last Dragon, The ",1985
"Last Emperor, The ",1987
Last Exit to Brooklyn ,1989
"Last Exorcism Part II, The ",2013
"Last Exorcism, The ",2010
Last Flag Flying ,2017
Last Glimpse ,2019
"Last Godfather, The ",2010
"Last Hard Men, The ",1976
Last Holiday ,1950
Last Holiday ,2006
"Last House On The Left, The ",1972
"Last House On The Left, The ",2009
Last Kind Words ,2012
"Last King Of Scotland, The ",2006
"Last Kiss, The ",2006
Last Knights ,2015
"Last Legion, The ",2007
"Last Lions, The ",2011
Last Man Club ,2016
"Last Man on Earth, The ",1964
Last Man Standing ,1996
Last Man Standing ,2011
"Last Man, The ",2000
"Last Mimzy, The ",2007
Last Night ,2010
"Last of the Blonde Bombshells, The ",2000
Last of the Dogmen ,1995
Last Ones Out ,2016
Last Ounce of Courage ,2012
Last Passenger ,2013
Last Rampage: The Escape of Gary Tison ,2017
"Last Remake of Beau Geste, The ",1977
"Last Resort, The ",2009
Last Ride ,2009
"Last Rites of Ransom Pride, The ",2009
"Last Samurai, The ",2003
"Last Seduction, The ",1994
Last Seen in Idaho ,2018
"Last Sentinel, The ",2007
Last Shift ,2014
"Last Sign, The ",2004
"Last Sin Eater, The ",2007
"Last Song, The ",2010
"Last Stand, The ",2013
Last Summer ,2018
"Last Sunset, The ",1961
"Last Supper, The ",2012
"Last Temptation Of Christ, The ",1988
Last Train from Gun Hill ,1959
"Last Tycoon, The ",1976
"Last Valley, The ",1971
Last Vegas ,2013
Last Vermont Christmas ,2018
"Last Wagon, The ",1956
"Last Wave, The ",1977
Last Weekend ,2014
"Last Winter, The ",2006
"Last Winter, We Parted ",2018
Lastochki Prileteli (Swallows Have Arrived) ,2007
Lat sau san taam (Hard Boiled) ,1992
Latcho Drom ,1993
Late Autumn ,2010
Late Phases ,2014
"Late Quartet, A ",2012
"Late Shift, The ",1996
Late Summer ,2016
"Lathe of Heaven, The ",1980
Latitudes ,2014
Latter Days ,2003
Laugh at My Pain ,2011
Laugh Killer Laugh ,2015
Laughing Gor - Qian Zui Fan (Turning Point 2) ,2011
Laughing Gravy ,1931
Laughing Heirs ,1933
Laughing Under the Clouds ,2018
Laughter in Paradise ,1951
Laura ,1944
Laura Lansing Slept Here ,1988
Laurel and Hardy's Laughing 20's ,1965
Laurel Canyon ,2002
Laurence Anyways ,2012
Lavalantula ,2015
Lavender ,2016
"Lavender Hill Mob, The ",1951
Law Abiding Citizen ,2009
Law and Order ,1932
Lawless ,2012
Lawman ,1970
Lawnmower Man 2: Beyond Cyberspace ,1996
"Lawnmower Man, The ",1992
Lawrence Of Arabia ,1962
Laws of Attraction ,2004
Lay The Favorite ,2012
Layer Cake ,2004
Lazarat ,2019
"Lazarus Project, The ",2008
Lazer Team ,2015
Lazer Team 2 ,2018
Lazy Eye ,2016
LBJ ,2016
Le bonheur de Pierre ,2009
Le capital ,2012
Le Cerveau (The Brain) ,1969
Le choc ,1982
Le Crabe-Tambour ,1977
Le grand soir ,2012
Le jour des corneilles ,2012
Le Mans ,1971
Le passe ,2013
Le petit Nicolas (Little Nicholas) ,2009
Le premier homme ,2011
Le tableau ,2011
Le Temps Qui Reste (Time to Leave) ,2005
Le Week-End ,2013
Lea and Darija ,2011
Lea to the Rescue ,2016
Leading Lady ,2014
"League Of Extraordinary Gentlemen, The ",2003
League of Gods ,2016
"League of Their Own, A ",1992
Lean on Me ,1989
Lean on Pete ,2017
Leap of Faith ,1992
Leap Year ,2010
Leap! ,2016
Learning to Drive ,2014
Least Among Saints ,2012
"Least Among You, The ",2009
Leatherface ,2017
Leatherface: Texas Chainsaw Massacre III ,1990
Leatherheads ,2008
Leave ,2011
Leave Her to Heaven ,1945
Leave It to Beaver ,1997
Leave No Trace ,2018
Leave The World Behind ,2014
Leave to Remain ,2013
Leaves of Grass ,2009
Leaving Circadia ,2014
Leaving Las Vegas ,1995
Leaving Metropolis ,2002
Leaving on the 15th Spring ,2013
Lebanon ,2009
Lebassi Baraye Arossi (A Suit for Wedding) ,1976
"Leben Der Anderen, Das (The Lives of Others) ",2006
"Ledge, The ",2011
Ledina ,2003
Lee Rock II ,1991
Leela ,2016
Left Behind ,2014
Left For Dead ,2007
"Left Hand of God, The ",1955
"Left Handed Gun, The ",1958
Left in Darkness ,2006
Leftenan Adnan ,2000
Leftovers ,2017
Legacy ,2010
Legal Action ,2018
Legally Blonde ,2001
"Legally Blonde 2: Red, White & Blonde ",2003
Legally Blondes ,2009
Legaturi Bolnavicioase ,2006
Legend ,1985
Legend ,2015
"Legend of Bagger Vance, The ",2000
"Legend of Billie Jean, The ",1985
"Legend of Bloody Mary, The ",2008
"Legend of Hell House, The ",1973
"Legend of Lizzie Borden, The ",1975
"Legend of Lucy Keyes, The ",2006
Legend of the Boneknapper Dragon ,2010
Legend of the Broken Sword Hero ,2017
Legend of the Demon Cat ,2017
Legend of the Fist: The Return of Chen Zhen ,2010
Legend of the Guardians: The Owls of Ga'Hoole ,2010
"Legend of the Lone Ranger, The ",1981
Legend of the Lost ,1957
Legend of the Naga Pearls ,2017
Legend of the Naked Ghost ,2017
Legend of The Wolf ,1997
"Legend Of Zorro, The ",2005
Legenda No. 17 ,2013
Legendary ,2010
Legends of Oz: Dorothy's Return ,2013
Legends of the Fall ,1994
Legends Of The Hidden Temple: The Movie ,2016
Legion ,2010
Legion of Brothers ,2017
Legionnaire ,1998
LEGO Batman: The Movie - DC Super Heroes Unite ,2013
LEGO DC Comics Super Heroes: Aquaman - Rage of Atlantis ,2018
Lego DC Comics Super Heroes: Justice League vs. Bizarro League ,2015
Lego DC Comics Super Heroes: The Flash ,2018
Lego DC Comics Superheroes: Justice League - Gotham City Breakout ,2016
LEGO DC Super Hero Girls: Super-Villain High ,2018
LEGO DC Super Heroes: Justice League - Attack of the Legion of Doom! ,2015
LEGO DC: Batman - Family Matters ,2019
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda ,2018
Lego Scooby-Doo! Blowout Beach Bash ,2017
Lego Star Wars: The Empire Strikes Out ,2012
Lego Star Wars: The Padawan Menace ,2011
Lego Star Wars: The Yoda Chronicles - Attack of the Jedi ,2013
Lego Star Wars: The Yoda Chronicles - Menace of the Sith ,2013
Lego Star Wars: The Yoda Chronicles - Race for the Holocrons ,2014
Lego Star Wars: The Yoda Chronicles - The Phantom Clone ,2013
Lego: The Adventures of Clutch Powers ,2010
Leila Khaled: Hijacker ,2006
Lejdis ,2008
Lektionen in Finsternis (Lessons of Darkness) ,1992
Lellebelle ,2010
Lemmy ,2010
Lemon ,2017
Lemon Tree Passage ,2013
Lemonade ,2018
Lemonade Mouth ,2011
Lemony Snicket's A Series of Unfortunate Events ,2004
Len and Company ,2015
Lena ,2011
Leningrad (Attack on Leningrad) ,2009
Leningrad Cowboys Go America ,1989
Leningrad Cowboys Meet Moses ,1994
Lennon Naked ,2010
Lenny ,1974
Lenny Henry: The Commonwealth Kid ,2018
Leo-beu-pik-syeon (Love Fiction) ,2012
Leon ,1994
Leprechaun ,1993
Leprechaun 2 ,1994
Leprechaun 3 ,1995
Leprechaun 4: In Space ,1997
Leprechaun in the Hood ,2000
Leprechaun Returns ,2018
Leprechaun's Revenge ,2012
Leprechaun: Back 2 tha Hood ,2003
Leprechaun: Origins ,2014
Lerd ,2017
Leroy and Stitch ,2006
Les 7 Jours Du Talion (7 Days) ,2010
Les gamins ,2013
Les Gardiennes ,2017
Les Girls ,1957
Les innocentes ,2016
Les Miserables ,2012
Les Miserables ,1998
Les Miserables ,1935
Les Miserables ,1952
Les Miserables ,1995
Les Miserables ,1934
Les Miserables ,1958
Les parapluies de Cherbourg ,1964
Les passagers ,1999
Les ripoux ,1984
Les salauds ,2013
Les Tuche ,2011
Lesbian Vampire Killers ,2009
Leslie Caron: The Reluctant Star ,2016
Less Than Zero ,1987
Let Her Cry ,2015
Let Her Out ,2016
Let Him Have It ,1991
Let It Shine ,2012
Let Me In ,2010
Let Me Make You a Martyr ,2016
Let the Bullets Fly ,2010
Let the Corpses Tan ,2017
Let the Fire Burn ,2013
Let There Be Light ,1946
Let Us Prey ,2014
Let's Be Cops ,2014
Let's Be Evil ,2016
Let's Go Home ,2016
Let's Go Jets ,2017
Let's Go to Prison ,2006
Let's Kill Grandpa ,2017
Let's Kill Ward's Wife ,2014
Let's Make the Teacher Have a Miscarriage Club ,2011
Lethal Seduction ,2015
Lethal Weapon ,1987
Lethal Weapon 2 ,1989
Lethal Weapon 3 ,1992
Lethal Weapon 4 ,1998
Leto ,2018
Letter from an Unknown Woman ,1948
Letter from Masanjia ,2018
"Letter to Three Wives, A ",1949
Letters from Baghdad ,2016
Letters from Iwo Jima ,2006
Letters from Prague ,2016
Letters to God ,2010
Letters to Juliet ,2010
Letters to Santa 2 ,2015
Letty Lynton ,1932
Letyat zhuravli (The Cranes Are Flying) ,1957
Level 16 ,2018
Level Up ,2016
"Level, The (Asylum) ",2009
Leviathan ,1989
Leviathan ,2014
Lez Bomb ,2018
Lezioni private ,1975
Lhorn ,2003
Lia ,2015
"Liability, The ",2012
"Liaisons dangereuses, Les ",1959
Liam Gallagher: As It Was ,2019
Liao zhai yan tan (Erotic Ghost Story) ,1987
Liar Liar ,1997
Liars All ,2013
Libel ,1959
Libeled Lady ,1936
Libera Me ,2000
Liberal Arts ,2012
Liberated: The New Sexual Revolution ,2017
Liberty Stands Still ,2002
"Librarian : Quest For The Spear, The ",2004
"Liceale nella Classe dei Ripetenti, La ",1978
Licence to Kill ,1989
License to Wed ,2007
Lichter ,2003
Lidice ,2011
Lie With Me ,2005
"Liebesbriefe einer portugiesischen Nonne, Die (Love Letters Of A Portuguese Nun) ",1977
"Lied in mir, Das (The Day I Was Not Born) ",2010
Lieksa! ,2007
"Liens Du Sang, Les (Rivals) ",2008
Lies And Illusions ,2009
Lies We Tell ,2017
Life ,2015
Life After Beth ,2014
Life After People ,2008
"Life and Death of Peter Sellers, The ",2004
"Life Aquatic with Steve Zissou, The ",2004
Life as We Know It ,2010
"Life Before Her Eyes, The (In Bloom) ",2007
Life Begins at Forty ,1935
Life Cycles ,2010
Life During Wartime ,2009
Life Eternal ,2015
Life Hack ,2017
Life Happens ,2011
Life in a Day ,2011
Life in a Fishbowl ,2014
Life in a Metro ,2007
Life in the Snow ,2016
"Life Is a Circus, Charlie Brown ",1980
Life Is Beautiful ,2012
Life Is Beautiful a.k.a. La vita e bella ,2012
Life Is Hot in Cracktown ,2009
Life Is Ruff ,2005
Life Is Sweet ,1990
Life Itself ,2014
Life Like ,2019
Life of a Court Lady ,1974
Life of a King ,2013
Life Of Brian ,1979
Life of Crime ,2013
"Life of David Gale, The ",2003
"Life of Emile Zola, The ",1937
Life Of Pi ,2012
Life of Python ,1990
Life of Ryan: Caretaker Manager ,2014
Life of the Party ,2005
Life on the Hortobagy ,1937
Life on the Line ,2015
Life or Something Like It ,2002
Life Overtakes Me ,2019
Life Partners ,2014
Life Stinks ,1991
Life Support ,2007
Life Tracker ,2013
Life with Mikey ,1993
Life's a Breeze ,2013
"Life, Above All ",2010
"Life, Animated ",2016
Life-Size 2 ,2018
Lifeboat ,1944
Lifeforce ,1985
"Lift, De (The Elevator) ",1983
Lifted ,2010
"Light Bulb Conspiracy, The ",2010
Light Darkness And Colours ,1998
Lightbulb ,2009
Lighthouse ,1999
Lights Out ,2016
Like Arrows ,2018
Like Cats & Dogs ,2017
Like Crazy ,2011
Like Dandelion Dust ,2009
Like Father ,2018
Like Father Like Son ,1987
Like for Likes ,2016
Like Me ,2017
Like Mike ,2002
Like Minds ,2006
Like Someone in Love ,2012
"Like Sunday, Like Rain ",2014
Like Water ,2011
Like.Share.Follow. ,2017
Lila and Eve ,2015
Lilet Never Happened ,2012
Lili ,1953
Lilies of the Field ,1963
Liliom ,1934
Lilith ,1964
Lilja 4-ever ,2002
Lilo & Stitch 2: Stitch Has a Glitch ,2005
Lilo And Stitch ,2002
Lilting ,2014
Lily ,2013
Lily and Jim ,1997
Limbo ,1999
Limelight ,1952
"Limey, The ",1999
Limite (Limit) ,1931
Limitless ,2010
"Limits of Control, The ",2009
Lincoln ,2012
"Lincoln Lawyer, The ",2011
Lincz ,2011
Linda Linda Linda ,2005
Lineman ,2007
Linewatch ,2008
Lingaa ,2014
Linhas de Wellington (Lines of Wellington) ,2012
Link ,1986
Linsanity ,2013
Lion ,2016
"Lion in Winter, The ",1968
"Lion King, The ",1994
Lion Of The Desert ,1981
Lionheart ,1990
Lions For Lambs ,2007
"Lionshare, The ",2009
Lipstick ,1976
Lipstick Under My Burkha ,2017
Liquid Sky ,1982
Lisa ,1989
Lisinski ,1944
Listen Amaya ,2013
Listen to Britain ,1942
Listen to Me ,1989
Listen to Me Marlon ,2015
Listen to Your Heart ,2010
Listen Up Philip ,2014
Listening ,2014
"Listening, The ",2006
Listy do M. 3 ,2017
Little ,2019
Little Accidents ,2014
Little Ashes ,2008
Little Big Man ,1970
Little Birds ,2011
"Little Bit Zombie, A ",2012
Little Bitches ,2018
Little Black Book ,2004
Little black spiders ,2012
Little Boxes ,2016
